F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,Label
0.4203050356174107,0.733061966466943,0.6430161168573879,0.5779192081971604,0.6847263537900183,0.8453696709203722,0.5668436304694424,0.6104054703987104,0.6288895378096957,0.9588164452910988,0.28509656033714614,0.7024834522183212,0.5827796626861405,0.6850157589276269,0.5013941169007913,0.5926552453712325,0.7067115869198243,1.066936530156576,0.7212054284103107,0.4727901602954237,0.5364360476965945,0.5319878837424219,0.33065352410549775,0.5504864712447843,0.7099243622732617,0.4088651821384807,0.7572723976575888,0.6731662231626507,0.4898650017043443,0.5787705543993229,0.8397482711461549,0.7100321720258799,0.6013175482347222,0.5643475024558523,0.6114913605677489,0.5232354663086545,0.2842875741421478,0.9063266865802095,0.6232987498799102,0.6597220897683805,0.5913138375184637,0.4897324798913118,0.5721113278576844,0.3600907856708533,0.9415629747079957,0.41482320023664054,0.44520505742292305,0.5339611193420399,0.7932113587278566,0.602176349889398,0.4145796305954306,0.7881507541136009,0.7096500940178222,0.6807652435824678,0.707360136175626,0.9591542850873676,0.9277642342554169,0.4969926985495057,0.8435827489216728,0.657475228463835,Mine
0.4111067473195633,0.22642660630523728,0.6441788585329771,0.353187546620381,0.47463732418253723,0.39646831404051047,0.31969154192809407,0.30779469528225734,0.5585679173100759,0.4955938060178311,0.5943584087377564,0.40554533351576993,0.4287919621246,0.3732808434344712,0.3712917796884991,0.2958113067522632,0.40840101909243515,0.3210753405113803,0.4441908922164203,0.417001021898021,0.42876820436757224,0.5675129939690227,0.3962282050234409,0.47567270028534286,0.6051509464085582,0.5306617069295048,0.5153169698454845,0.36933117844795005,0.4229643055567797,0.26817237079700584,0.4498914400964415,0.4274460177613842,0.40233851251561814,0.502719478824286,0.27922251775756035,0.5634862851160347,0.49017646879402843,0.39293660203480263,0.3851270412182607,0.44806112152485944,0.5520851232063779,0.41016077186900113,0.41440309019792265,0.40181184776258716,0.5782024112701473,0.36311168970629765,0.3970492401380929,0.5463435654260995,0.41470108336128636,0.5137058860045522,0.30887199430970413,0.3794707478371486,0.5484434038440229,0.3323660284236455,0.3848700960230293,0.4256685230891479,0.30108454820070135,0.3586189881378103,0.41126366818256405,0.40466817341619615,Rock
0.2864987901813931,0.44944975317803215,0.4141478952934674,0.38742073723416703,0.5822463342993791,0.3053199905818669,0.5775037021127466,0.403178390487064,0.21644295231291255,0.3820797345680859,0.4959496076599441,0.36349449671950296,0.2525221458761605,0.38354854682038303,0.31428276261082944,0.4491814401087963,0.47733998160676117,0.2943729592251894,0.32941959448843505,0.4756642465106938,0.3141155721701041,0.2917841864172005,0.28213088682037457,0.43520386129581207,0.43091577195174646,0.33159539696209583,0.40050853961282346,0.5527132384155131,0.30259398430817785,0.20482573909895507,0.4455075575720371,0.3889598836098412,0.3289974913184899,0.4652080237354908,0.483922514466879,0.17917219801199075,0.3347402090668512,0.6317516231196856,0.4583404915798191,0.467610363829715,0.5172894278631479,0.4017068825199726,0.47966841600916205,0.4718062043837203,0.4539041496752759,0.36779880293825956,0.4172058922366259,0.34116384356932217,0.4012814304566495,0.2831509107900733,0.3209376008727048,0.37176879580750705,0.3056294568569924,0.34949827292548236,0.38360740232444845,0.44022623446643777,0.49492573018529096,0.3536215628621892,0.5335104617268625,0.49386110786254933,Rock
0.5798536887794178,0.7216212409739673,0.7190233080828319,0.3377202040142729,0.7956510364317229,0.3506262017946489,0.7548819306512485,0.7690057705241374,0.43635503546772025,0.5383778568068123,0.43414429972710966,0.5677618454566897,0.5537948573721387,0.7169490798404009,0.7965463119179412,0.8093525716184934,0.5156747960132546,0.5686167189383208,0.34748427116685743,0.47911949002557164,0.7447277449646186,0.8423374235322347,0.41484766921801164,0.5111303611270659,0.5960391364561609,0.642024173822941,0.4785594720117531,0.6636091566696134,0.5289240979393626,0.5978321593682581,0.6819426372005549,0.6009633404716407,0.5345421164210147,0.5835585294111254,0.5867455561191997,0.5444983455176808,0.5611805905999346,0.8397970755757075,0.6841379171911858,0.5556779522956259,0.7045431606766104,0.5499270765365984,0.7759686956379962,0.6554463288297141,0.5839046783993657,0.6671575388715416,0.3643685771897251,0.43098487966352916,0.42091124904014166,0.621441464214556,0.8598772499227638,0.9346950219288948,0.6957076652161136,0.6751266712416685,0.32984133987708913,0.5185989300398968,0.4818324372137641,0.5068728602623326,0.5747784272122816,0.5291864133454309,Mine
0.4430846005169747,0.42365421936148634,0.4767062689489702,0.45379836721509414,0.4717846228996267,0.5350993905727517,0.48836245489709723,0.38395137796714374,0.28770988439231676,0.5667797933004515,0.37622766266528873,0.3526892586639478,0.2263273182235561,0.43384731053121117,0.41488866039537703,0.24848850637505193,0.4453274042133176,0.3501808079298561,0.6690315007288694,0.3430638807909132,0.3564806667802207,0.31252237757456325,0.5277876521041972,0.3627224205535247,0.32750858462345034,0.47069550099205426,0.26196470645868153,0.4625110546248948,0.5781399716600858,0.4566607832835089,0.4637898316259925,0.4870060216907484,0.5709708028675519,0.5209893960019105,0.4439669722273024,0.4903891400636002,0.31140650745348897,0.47762935907473225,0.29944440288162527,0.36329775813683735,0.09174378248567627,0.44014296593674623,0.33561279888916473,0.5111145215204462,0.4390192610605403,0.5124095894701626,0.29164034553274626,0.5038386037159633,0.6105856344363327,0.47641582999318943,0.4790349008692289,0.4169597676394935,0.3475331219434636,0.4761192372701509,0.24939170895979318,0.35822448750791835,0.2228943197662818,0.32963436226849174,0.46420450918935613,0.45053933762204634,Rock
0.38213191123920165,0.4752891081493785,0.33850558974839573,0.3174834100254462,0.42262380886674217,0.5117933822727152,0.2830684734913531,0.38498521679825615,0.22675054050326726,0.36067989963178104,0.4034204684538076,0.31453753582449345,0.35430081661747687,0.259177323169255,0.4077078611381494,0.505569424888315,0.29028561302295364,0.33773282334476173,0.4502546246454182,0.5212090719322736,0.25068101877910687,0.38312152625840507,0.4283130822319525,0.3897943609371152,0.1523207933122913,0.45010900093087725,0.5519336351090645,0.41166617511695036,0.2968893946705737,0.3486872753635717,0.5769913067655593,0.4909962540860559,0.464002661838433,0.43564125835343764,0.33388628878090276,0.37994288193442316,0.39220772643214846,0.4549574316064444,0.5508918894266903,0.5118338136793128,0.25806156442039596,0.4223994968901049,0.4736763345167897,0.46188603301446357,0.33707662366125807,0.6914109215768363,0.27229154376688813,0.291681155333395,0.42335950812615764,0.6116803054963854,0.3163805149295829,0.3734171634353008,0.5077293673015693,0.3982137845112267,0.3665396145469705,0.45656329018867203,0.42725179902295934,0.5030438785636792,0.5291468889065364,0.4307003060005362,Rock
0.516582187985883,0.580490955966957,0.8503604288739497,0.45861629913121854,0.8422168186064777,0.5516957768261912,0.7988148163642618,0.38897774857536926,0.6878856301746974,0.4894844796078567,0.3877099212113718,0.6327801063616418,0.7514207682893953,0.47325878421097556,0.3751476059312398,0.5862232853497568,0.5868847006834228,0.6822479441331748,0.7424391857046733,0.5910877228091259,0.8783254972191394,0.6336352116802937,0.548036024098965,0.3582648961345758,0.5606010719525748,0.5495419581883295,0.7440457194422205,0.6693725436100281,0.4230946317551074,0.6258381579616557,0.700729675759358,0.8292047039081749,0.7331255951121088,0.7141269981467216,0.6090128991922745,0.6582468008135174,0.7874257351059237,0.4000833903780525,0.5475841009174566,0.48411468768656385,0.6568729678089186,0.7845333263476181,0.5104538569918389,0.24145434487958428,0.5381668882463294,0.737021059802611,0.6806444854424819,0.6642279371715863,0.558001004718828,0.40814538956703206,0.6772941482436701,0.47485772849480623,0.9276145100070684,0.6855760812531774,0.5129027546169074,0.5082922128917058,0.5860583690079617,0.5640747116967375,0.7675250663294931,0.627962425461607,Mine
0.40178553014821744,0.6475313800936102,0.4824152363455639,0.37565189303671,0.3184293951900656,0.30251156953609587,0.433542132048037,0.35112229550865937,0.5673743753983425,0.546631180291786,0.46330665474972277,0.2821003827043105,0.33277811274475955,0.5255677525741101,0.3436933800204898,0.5122141733919525,0.4474603923034761,0.40517178848131874,0.3297167187064559,0.39057561564752485,0.4189647954874898,0.5032538898301122,0.31142643993662456,0.3737183157473885,0.40448231319322847,0.4662678357686165,0.30915356624772233,0.26834302071127847,0.467396515171005,0.24820508850532969,0.5284979714762168,0.3844073902517092,0.24524689177255538,0.35195797805965057,0.43791236330692374,0.34672989124450226,0.40200297488243475,0.4740078365705287,0.37978096646123805,0.30629423235338665,0.3701016002628159,0.541484013645926,0.5685064345333184,0.1980073826057725,0.5091027909191477,0.4250147716035356,0.492398267912015,0.34495117397323705,0.2231736490498514,0.4584488788647462,0.3059022738717283,0.2611707568515148,0.2681598617526534,0.46009137824153346,0.41394524660291976,0.4782466021874674,0.46690752544963654,0.35790664354162344,0.39295264261225443,0.34885624712174607,Rock
0.31376930638363193,0.3413041790023716,0.5293817690814726,0.32245173513155867,0.4124867610195479,0.3217458713673555,0.36860478130841395,0.39538380560300285,0.3217133489702509,0.30395530460161185,0.42862733367774425,0.3155262591208824,0.31893424443013274,0.30609468562980297,0.39220919536686816,0.49437016343998413,0.5506528636312267,0.32740819140062216,0.6150310793331212,0.2995295139293204,0.508354852332787,0.3278303545984558,0.312907673012999,0.32552438432156117,0.3947552300350881,0.45799721710336105,0.46698680379048224,0.3056014984652112,0.30103407124887316,0.3083361306636453,0.3888645597614489,0.37898443958091255,0.3049824537930205,0.4269603694063244,0.6262568808335318,0.3495284538164849,0.3566488178796467,0.4559661570324369,0.3441183708263205,0.46689644817181825,0.32814572932209596,0.5832119607577302,0.43447749725922946,0.33799770509232885,0.3411308300530726,0.3486200247291965,0.5372749666248874,0.2731248992398717,0.33320583295404954,0.3438339443074574,0.3984312033243062,0.3728890307353206,0.25087721686095377,0.36001773164045325,0.39004493168150317,0.3371902164920217,0.46867754890476654,0.49194084287536477,0.3921613300270607,0.42305415868507296,Rock
0.5774519309592192,0.5509955680220454,0.4436133457994136,0.42416493698450397,0.6696554795319861,0.5174172102437268,0.6474537482304217,0.4672126970813666,0.6271594114156623,0.7954917055974096,0.6879248700589174,0.538137927267528,0.6385798455533891,0.563900223820468,0.6011820277042093,0.5511583421777244,0.5753497191171913,0.6318140029611262,0.4509961950627074,0.4476181759515032,0.3917186169253183,0.3599593343244435,0.4174075961669281,0.6239193760206193,0.46608187267621737,0.6770421696346645,0.6052070623128842,0.3047243679842919,0.6982463376332535,0.7216197968387564,0.450920598774772,0.6630287314342487,0.47152526438862014,0.6146505565122503,0.4103252389567551,0.33103403211981347,0.5425774215580547,0.5814406580587745,0.5403480459578094,0.42239541626661603,0.5400151406803294,0.6403942128871101,0.5932660454816194,0.627375154589882,0.49948271993186505,0.7757576872074239,0.4235739995167829,0.6731340445630077,0.7772836639439942,0.6721362139123342,0.5696213659402755,0.5207554430005531,0.7554131476569383,0.386553761210749,0.45448136094305347,0.5403663351762418,0.7856480636267997,0.6569651454061344,0.4547931362234632,0.5534538441922644,Mine
